Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Subaru,B9 Tribeca,2006,premium unleaded (required),250.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,35695
Volkswagen,Golf GTI,2016,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,34,25,873,30135
Chevrolet,Malibu,2017,premium unleaded (recommended),250.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,33,22,1385,30975
BMW,X1,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,34,23,3916,31200
Infiniti,Q45,2004,regular unleaded,340.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,22,16,190,52400
Dodge,Ram Pickup 1500,2008,regular unleaded,345.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Crew Cab Pickup,19,13,1851,36230
Honda,Crosstour,2013,regular unleaded,278.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,28,19,2202,34990
Volkswagen,Passat,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,38,25,873,28410
Nissan,Truck,1995,regular unleaded,153.0,6.0,MANUAL,four wheel drive,2.0,,Compact,Extended Cab Pickup,17,14,2009,2494
Lexus,GS 300,2005,premium unleaded (required),220.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,23,16,454,38875
Dodge,Stratus,2004,regular unleaded,200.0,6.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,25,17,1851,22370
Mitsubishi,Outlander Sport,2017,regular unleaded,148.0,4.0,MANUAL,front wheel drive,4.0,Crossover,Compact,4dr SUV,29,23,436,19795
Ford,F-250,1997,regular unleaded,220.0,8.0,MANUAL,four wheel drive,3.0,,Large,Extended Cab Pickup,17,12,5657,3059
Pontiac,Vibe,2009,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,28,21,210,20875
Toyota,Avalon,2015,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,31,21,2031,39980
Dodge,RAM 250,1992,regular unleaded,230.0,8.0,MANUAL,four wheel drive,2.0,,Large,Regular Cab Pickup,15,12,1851,2000
Bentley,Azure T,2010,premium unleaded (required),500.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Large,Convertible,15,9,520,363000
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,29,23,873,35975
Infiniti,Q60 Coupe,2017,premium unleaded (recommended),300.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,28,19,190,44300
Mazda,CX-7,2010,regular unleaded,161.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,28,20,586,21700
Acura,RDX,2016,premium unleaded (recommended),279.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,28,19,204,38170
Volkswagen,Touareg,2016,premium unleaded (recommended),280.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,23,17,873,46745
Ford,Focus,2015,flex-fuel (unleaded/E85),160.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Flex Fuel",Compact,4dr Hatchback,36,26,5657,18960
Mazda,6,2015,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,38,26,586,24895
Suzuki,Sidekick,1996,regular unleaded,120.0,4.0,MANUAL,four wheel drive,4.0,,Compact,4dr SUV,23,20,481,2000
Pontiac,Grand Am,2003,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,27,18,210,21240
GMC,Sierra 1500HD,2006,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Crew Cab Pickup,18,13,549,29745
Toyota,Sienna,2017,regular unleaded,296.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,27,19,2031,36110
Cadillac,CTS-V,2016,premium unleaded (required),640.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,21,14,1624,83995
Dodge,Charger,2016,regular unleaded,370.0,8.0,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,25,16,1851,33895
Toyota,Matrix,2012,regular unleaded,158.0,4.0,AUTOMATIC,all wheel drive,4.0,Hatchback,Compact,4dr Hatchback,26,20,2031,21715
Cadillac,SRX,2014,regular unleaded,308.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,23,16,1624,48065
Ford,Transit Wagon,2017,regular unleaded,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Diesel,Large,Passenger Van,19,14,5657,42220
Land Rover,Range Rover Evoque,2017,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,29,21,258,45800
BMW,X3,2016,diesel,180.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,4dr SUV,34,27,3916,42450
Toyota,Tundra,2015,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Crew Cab Pickup,18,13,2031,44925
Dodge,Shadow,1993,regular unleaded,100.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,29,22,1851,2000
Hyundai,Elantra GT,2016,regular unleaded,173.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,24,1439,18800
Mitsubishi,i-MiEV,2017,electric,66.0,,DIRECT_DRIVE,rear wheel drive,4.0,Hatchback,Compact,4dr Hatchback,102,121,436,22995
Audi,RS 5,2014,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,22,16,3105,77900
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,33,24,873,27375
Mazda,2,2014,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,35,29,586,16210
Volkswagen,Jetta,2016,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,39,28,873,22325
Infiniti,Q60 Coupe,2015,premium unleaded (recommended),330.0,6.0,AUTOMATIC,all wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,25,18,190,42600
GMC,Savana Cargo,2015,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Large,Cargo Van,17,11,549,31415
Chevrolet,Malibu Limited,2016,regular unleaded,197.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,34,24,1385,23835
Toyota,Yaris,2016,regular unleaded,106.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,36,30,2031,16555
Mercedes-Benz,SLS AMG GT,2014,premium unleaded (required),583.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Coupe,19,13,617,201500
Dodge,Nitro,2010,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Crossover,Midsize,4dr SUV,22,16,1851,21590
Honda,Passport,2002,regular unleaded,205.0,6.0,AUTOMATIC,four wheel drive,4.0,,Midsize,4dr SUV,19,15,2202,30900
Toyota,Camry Solara,2008,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,2.0,,Midsize,Coupe,31,22,2031,21010
Suzuki,SX4,2011,regular unleaded,150.0,4.0,MANUAL,front wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,30,22,481,17099
Pontiac,Le Mans,1991,regular unleaded,74.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,36,27,210,2000
Ford,Transit Connect,2017,flex-fuel (unleaded/E85),169.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Cargo Minivan,27,20,5657,25425
Honda,Accord,2016,regular unleaded,185.0,4.0,MANUAL,front wheel drive,2.0,,Midsize,Coupe,34,23,2202,26000
Honda,Civic,2015,premium unleaded (required),205.0,4.0,MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Compact,Sedan,31,22,2202,24590
Ford,Bronco,1994,regular unleaded,185.0,8.0,MANUAL,four wheel drive,2.0,,Midsize,2dr SUV,16,12,5657,2308
Kia,Rio,2015,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,37,27,1720,13990
Chevrolet,Cavalier,2004,regular unleaded,140.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,33,23,1385,14435
Oldsmobile,Toronado,1991,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,2.0,,Large,Coupe,24,16,26,2000
Saab,9-3,2010,premium unleaded (recommended),207.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,27,17,376,32395
BMW,M4,2016,premium unleaded (required),425.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,26,17,3916,74200
Ford,Edge,2017,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,27,20,5657,30945
Honda,Accord,2017,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,2.0,Performance,Midsize,Coupe,32,21,2202,34375
GMC,Sierra 1500,2016,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,2.0,Flex Fuel,Large,Regular Cab Pickup,22,17,549,31955
Acura,RSX,2006,premium unleaded (required),201.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Factory Tuner,Luxury,Performance",Compact,2dr Hatchback,28,20,204,23845
Subaru,Crosstrek,2016,regular unleaded,160.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hybrid",Compact,4dr SUV,34,30,640,26395
Oldsmobile,Custom Cruiser,1991,regular unleaded,170.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Wagon,23,15,26,2000
Audi,Q3,2017,premium unleaded (recommended),200.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,28,20,3105,36600
Mercedes-Benz,CLK-Class,2009,premium unleaded (required),268.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Convertible,25,17,617,56100
Ford,Fiesta,2017,regular unleaded,120.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,36,27,5657,19420
BMW,6 Series,2016,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,2.0,"Luxury,High-Performance",Midsize,Coupe,25,16,3916,91700
Hyundai,XG350,2004,regular unleaded,194.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,24,15,1439,25599
Kia,Rio,2017,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,36,27,1720,17905
Ford,E-Series Van,2013,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Cargo Van,16,12,5657,31485
Mitsubishi,Galant,2011,regular unleaded,160.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,30,21,436,23999
Mercedes-Benz,E-Class,2016,premium unleaded (required),329.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,29,20,617,63100
Suzuki,Aerio,2005,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,28,22,481,16049
Scion,xD,2014,regular unleaded,128.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,33,27,105,15920
Audi,R8,2015,premium unleaded (required),525.0,10.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Luxury,High-Performance",Compact,Convertible,22,13,3105,175100
Ford,Ranger,2010,regular unleaded,143.0,4.0,MANUAL,rear wheel drive,2.0,,Compact,Regular Cab Pickup,27,22,5657,17820
Chevrolet,Captiva Sport,2015,flex-fuel (unleaded/E85),180.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Flex Fuel",Midsize,4dr SUV,28,20,1385,25985
GMC,Yukon Hybrid,2013,regular unleaded,332.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Hybrid",Large,4dr SUV,23,20,549,61960
Dodge,Challenger,2016,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Large,Coupe,23,15,1851,38995
Cadillac,ATS Coupe,2016,premium unleaded (recommended),272.0,4.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Compact,Coupe,31,22,1624,37995
Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,Extended Cab Pickup,24,18,1385,35870
Nissan,Frontier,2017,regular unleaded,261.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Extended Cab Pickup,23,16,2009,25200
Mazda,CX-5,2014,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,32,25,586,24815
Mazda,929,1994,regular unleaded,193.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Midsize,Sedan,22,17,586,2000
Hyundai,Sonata Hybrid,2017,regular unleaded,193.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,45,39,1439,26000
Lotus,Exige,2011,premium unleaded (recommended),257.0,4.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,26,20,613,70750
Chevrolet,Silverado 1500,2016,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,Extended Cab Pickup,22,17,1385,36850
Volvo,XC70,2015,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,Wagon,31,24,870,36050
Cadillac,CTS Wagon,2012,regular unleaded,318.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Wagon,26,18,1624,46090
Porsche,Panamera,2016,premium unleaded (required),440.0,8.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,24,16,1715,113400
Honda,Accord,2015,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,2.0,,Midsize,Coupe,35,26,2202,28495
Audi,RS 7,2015,premium unleaded (required),560.0,8.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,27,16,3105,106500
Suzuki,Vitara,2002,regular unleaded,127.0,4.0,MANUAL,four wheel drive,2.0,,Compact,Convertible SUV,23,20,481,16999
Chevrolet,Sportvan,1994,regular unleaded,155.0,6.0,AUTOMATIC,rear wheel drive,3.0,,Midsize,Passenger Van,17,14,1385,2000
Ford,Fusion,2017,regular unleaded,175.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,32,21,5657,22610
Volvo,XC60,2017,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,30,23,870,40950
Dodge,Ram Pickup 1500,2010,regular unleaded,390.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,Crew Cab Pickup,18,13,1851,42650
Bentley,Continental Supersports,2011,flex-fuel (premium unleaded required/E85),621.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,Coupe,19,12,520,267000
Dodge,Stratus,2004,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,26,19,1851,19690
Subaru,Impreza,2016,regular unleaded,148.0,4.0,AUTOMATIC,all wheel drive,4.0,Hatchback,Compact,4dr Hatchback,37,28,640,19795
Suzuki,Equator,2010,regular unleaded,261.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,19,15,481,28850
Mazda,CX-5,2014,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,32,26,586,22795
Hyundai,Elantra Touring,2011,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,30,23,1439,17195
Ferrari,F430,2009,premium unleaded (required),483.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,16,11,2774,200054
Dodge,Ram 50 Pickup,1993,regular unleaded,116.0,4.0,MANUAL,rear wheel drive,2.0,,Compact,Regular Cab Pickup,22,17,1851,2000
Kia,Optima Hybrid,2016,regular unleaded,199.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,39,35,1720,32195
BMW,2 Series,2017,premium unleaded (recommended),248.0,4.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Compact,Convertible,34,23,3916,38950
Cadillac,XT5,2017,premium unleaded (required),310.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,27,19,1624,51895
Subaru,Outback,2015,regular unleaded,256.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,27,20,640,32995
Audi,A4,2017,premium unleaded (recommended),190.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,37,27,3105,38700
Hyundai,Elantra GT,2015,regular unleaded,173.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,34,24,1439,18800
Pontiac,Sunbird,1993,regular unleaded,140.0,6.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,26,17,210,2000
GMC,Sonoma,2002,flex-fuel (unleaded/E85),120.0,4.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Compact,Extended Cab Pickup,23,17,549,17093
Chevrolet,Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,25,16,1385,69450
Nissan,Quest,2016,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,,Compact,Passenger Minivan,27,20,2009,34110
Lamborghini,Aventador,2015,premium unleaded (required),720.0,12.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Exotic,High-Performance",Midsize,Coupe,18,11,1158,497650
Suzuki,Verona,2005,regular unleaded,155.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,25,18,481,21049
Honda,Pilot,2017,regular unleaded,280.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,27,19,2202,37455
Volkswagen,Rabbit,2007,regular unleaded,150.0,5.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,28,19,873,18185
Saab,900,1997,regular unleaded,185.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Luxury,Performance",Compact,4dr Hatchback,25,18,376,2000
Acura,NSX,2004,regular unleaded,290.0,6.0,MANUAL,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Compact,Coupe,22,16,204,89000
Bentley,Arnage,2009,premium unleaded (required),450.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,Performance",Large,Sedan,15,9,520,267990
BMW,6 Series,2017,premium unleaded (required),315.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Convertible,29,20,3916,85100
Volkswagen,CC,2015,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,31,22,873,34095
BMW,M5,2016,premium unleaded (required),560.0,8.0,AUTOMATED_MANUAL,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,20,14,3916,94100
Chevrolet,Corvette,2017,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,25,16,1385,63905
Cadillac,CTS,2017,premium unleaded (required),420.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,24,16,1624,70795
Mazda,Navajo,1993,regular unleaded,160.0,6.0,MANUAL,four wheel drive,2.0,,Compact,2dr SUV,21,16,586,2000
Nissan,Rogue,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,33,26,2009,22790
Ford,Transit Wagon,2016,premium unleaded (recommended),310.0,6.0,AUTOMATIC,rear wheel drive,3.0,Diesel,Large,Passenger Van,19,14,5657,43995
Mazda,Truck,2003,regular unleaded,207.0,6.0,MANUAL,four wheel drive,2.0,,Compact,Extended Cab Pickup,17,14,586,21410
Subaru,B9 Tribeca,2007,premium unleaded (required),245.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,34495
Audi,A3,2017,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Luxury,Compact,Sedan,35,26,3105,37450
Land Rover,LR2,2013,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,24,17,258,41500
Nissan,Pulsar,1990,regular unleaded,90.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,31,23,2009,2000
Toyota,Avalon,2015,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,31,21,2031,34140
Toyota,Venza,2013,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Performance",Midsize,Wagon,26,19,2031,33330
Buick,Regal,2016,premium unleaded (recommended),259.0,4.0,AUTOMATIC,all wheel drive,4.0,Performance,Midsize,Sedan,27,19,155,34325
Buick,Cascada,2017,premium unleaded (recommended),200.0,4.0,AUTOMATIC,front wheel drive,2.0,,Midsize,Convertible,27,20,155,37065
Mazda,Protege,2001,regular unleaded,103.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,31,25,586,13485
Cadillac,CT6,2017,premium unleaded (required),404.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,26,18,1624,87495
Honda,Crosstour,2015,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,30,20,2202,31190
Mercedes-Benz,CLA-Class,2017,premium unleaded (required),375.0,4.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,30,23,617,49950
Buick,Terraza,2007,regular unleaded,240.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,23,16,155,26660
Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,22,16,5657,59375
Acura,Integra,1999,regular unleaded,140.0,4.0,MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,29,22,204,3000
Nissan,Truck,1996,regular unleaded,134.0,4.0,MANUAL,four wheel drive,2.0,,Compact,Extended Cab Pickup,18,15,2009,2647
Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,21,15,5657,55370
Chevrolet,Suburban,2015,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Performance",Large,4dr SUV,22,15,1385,66785
Dodge,Ram Van,2000,regular unleaded,225.0,8.0,AUTOMATIC,rear wheel drive,3.0,,Midsize,Cargo Van,17,12,1851,2320
Mercedes-Benz,GLA-Class,2017,premium unleaded (required),375.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Factory Tuner,Luxury,High-Performance",Compact,4dr SUV,28,22,617,49900
Kia,Soul EV,2016,electric,,0.0,DIRECT_DRIVE,front wheel drive,4.0,,Compact,Wagon,92,120,1720,33950
Toyota,Sienna,2017,regular unleaded,296.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Passenger Minivan,24,18,2031,41715
Aston Martin,Vanquish,2016,premium unleaded (required),568.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Coupe,21,13,259,287650
Toyota,Tacoma,2016,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,24,19,2031,31125
Chrysler,Pacifica,2007,regular unleaded,255.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,Wagon,22,14,1013,30250
Kia,Optima,2014,regular unleaded,274.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,31,20,1720,27500
Volvo,V40,2004,premium unleaded (required),170.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Compact,Wagon,27,19,870,29845
Lotus,Evora,2014,premium unleaded (required),276.0,6.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,26,18,613,68750
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,31,21,873,26875
Ford,Transit Wagon,2016,flex-fuel (unleaded/E85),275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,19,14,5657,34470
Ford,Transit Wagon,2016,premium unleaded (recommended),310.0,6.0,AUTOMATIC,rear wheel drive,3.0,Diesel,Large,Passenger Van,19,14,5657,42700
Dodge,RAM 150,1993,regular unleaded,230.0,8.0,MANUAL,rear wheel drive,2.0,,Large,Extended Cab Pickup,16,12,1851,2000
Volkswagen,Beetle Convertible,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Convertible,32,24,873,27475
