make,model,year,engine_fuel_type,engine_hp,engine_cylinders,transmission_type,driven_wheels,number_of_doors,market_category,vehicle_size,vehicle_style,highway_mpg,city_mpg,popularity
8739,chevrolet,s-10_blazer,1994,regular_unleaded,165.0,6,manual,four_wheel_drive,2,,compact,2dr_suv,20,15,1385
9532,chevrolet,silverado_1500,2015,regular_unleaded,355.0,6,automatic,rear_wheel_drive,2,,large,crew_cab_pickup,23,16,1385
10960,toyota,tundra,2015,regular_unleaded,381.0,6,automatic,rear_wheel_drive,2,,large,crew_cab_pickup,18,13,2031
3976,hyundai,entourage,2008,regular_unleaded,250.0,6,automatic,front_wheel_drive,2,,midsize,passenger_minivan,23,16,1439
720,bmw,7_series,2015,premium_unleaded_(required),535.0,6,automatic,rear_wheel_drive,2,"luxury,high-performance",large,sedan,20,13,3916
2931,toyota,corolla,2015,regular_unleaded,132.0,6,automatic,front_wheel_drive,2,,compact,sedan,38,29,2031
540,fiat,500e,2016,electric,,6,direct_drive,front_wheel_drive,2,hatchback,compact,2dr_hatchback,103,121,819
8657,acura,rsx,2006,regular_unleaded,155.0,6,automatic,front_wheel_drive,2,"hatchback,luxury",compact,2dr_hatchback,31,22,204
11499,bmw,x3,2017,premium_unleaded_(required),240.0,6,automatic,all_wheel_drive,2,"crossover,luxury",midsize,4dr_suv,28,21,3916
11724,suzuki,xl7,2009,regular_unleaded,252.0,6,automatic,front_wheel_drive,2,crossover,midsize,4dr_suv,24,17,481
7016,toyota,mr2,1994,regular_unleaded,200.0,6,manual,rear_wheel_drive,2,performance,compact,coupe,25,18,2031
8014,volkswagen,rabbit,2009,regular_unleaded,170.0,6,automatic,front_wheel_drive,2,hatchback,compact,2dr_hatchback,29,20,873
8252,land_rover,range_rover_evoque,2015,premium_unleaded_(recommended),240.0,6,automatic,all_wheel_drive,2,"crossover,luxury",compact,4dr_suv,30,21,258
5695,hummer,h3,2009,regular_unleaded,242.0,6,manual,four_wheel_drive,2,luxury,midsize,4dr_suv,18,14,130
4849,subaru,forester,2016,regular_unleaded,170.0,6,automatic,all_wheel_drive,2,crossover,midsize,4dr_suv,32,24,640
3536,aston_martin,dbs,2010,premium_unleaded_(required),510.0,6,manual,rear_wheel_drive,2,"exotic,high-performance",midsize,convertible,17,11,259
8088,dodge,ram_250,1991,regular_unleaded,125.0,6,manual,rear_wheel_drive,2,,large,regular_cab_pickup,13,11,1851
6622,bmw,m6,2016,premium_unleaded_(required),552.0,6,automated_manual,rear_wheel_drive,2,"factory_tuner,luxury,high-performance",midsize,convertible,20,14,3916
327,nissan,370z,2016,premium_unleaded_(required),332.0,6,automatic,rear_wheel_drive,2,high-performance,compact,coupe,26,19,2009
6539,buick,lucerne,2010,premium_unleaded_(recommended),292.0,6,automatic,front_wheel_drive,2,performance,large,sedan,22,15,155
8807,gmc,s-15,1990,regular_unleaded,160.0,6,manual,four_wheel_drive,2,,compact,extended_cab_pickup,19,15,549
8727,chevrolet,s-10_blazer,1993,regular_unleaded,165.0,6,manual,rear_wheel_drive,2,,compact,2dr_suv,22,16,1385
11707,suzuki,xl7,2008,regular_unleaded,252.0,6,automatic,all_wheel_drive,2,crossover,midsize,4dr_suv,22,15,481
9488,chevrolet,silverado_1500_hybrid,2012,regular_unleaded,332.0,6,automatic,rear_wheel_drive,2,hybrid,large,crew_cab_pickup,23,20,1385
908,saab,900,1998,regular_unleaded,185.0,6,manual,front_wheel_drive,2,"hatchback,luxury,performance",compact,4dr_hatchback,24,18,376
581,fiat,500l,2017,premium_unleaded_(recommended),160.0,6,automatic,front_wheel_drive,2,,compact,wagon,30,22,819
9213,toyota,sienna,2015,regular_unleaded,266.0,6,automatic,front_wheel_drive,2,,large,passenger_minivan,25,18,2031
172,mercedes-benz,300-class,1991,regular_unleaded,228.0,6,manual,rear_wheel_drive,2,"luxury,performance",compact,convertible,21,14,617
9773,chevrolet,sonic,2016,regular_unleaded,138.0,6,automatic,front_wheel_drive,2,,compact,sedan,35,24,1385
7836,infiniti,q60_coupe,2014,premium_unleaded_(required),348.0,6,automatic,rear_wheel_drive,2,"factory_tuner,luxury,high-performance",midsize,coupe,27,19,190
3457,dodge,dakota,2009,regular_unleaded,210.0,6,automatic,rear_wheel_drive,2,flex_fuel,compact,extended_cab_pickup,20,15,1851
5379,volkswagen,golf_gti,2015,premium_unleaded_(recommended),220.0,6,manual,front_wheel_drive,2,"hatchback,performance",compact,4dr_hatchback,34,25,873
5269,maserati,ghibli,2016,premium_unleaded_(required),404.0,6,automatic,rear_wheel_drive,2,"exotic,luxury,high-performance",midsize,sedan,24,16,238
3495,dodge,dart,2016,regular_unleaded,160.0,6,manual,front_wheel_drive,2,,midsize,sedan,36,25,1851
5737,toyota,highlander,2015,regular_unleaded,270.0,6,automatic,front_wheel_drive,2,crossover,midsize,4dr_suv,25,19,2031
9660,mercedes-benz,sl-class,2015,premium_unleaded_(required),429.0,6,automatic,rear_wheel_drive,2,"luxury,high-performance",compact,convertible,24,17,617
10382,ford,thunderbird,2004,premium_unleaded_(required),280.0,6,automatic,rear_wheel_drive,2,performance,midsize,convertible,21,15,5657
10588,chevrolet,tracker,2003,regular_unleaded,127.0,6,manual,four_wheel_drive,2,,compact,4dr_suv,23,20,1385
1430,mercedes-benz,amg_gt,2017,premium_unleaded_(required),503.0,6,automatic,rear_wheel_drive,2,"exotic,factory_tuner,luxury,high-performance",compact,coupe,22,16,617
5445,volkswagen,golf,2015,diesel,150.0,6,automated_manual,front_wheel_drive,2,"hatchback,diesel",compact,4dr_hatchback,43,31,873
1000,porsche,944,1991,regular_unleaded,208.0,6,manual,rear_wheel_drive,2,"luxury,performance",compact,convertible,24,15,1715
1643,chevrolet,aveo,2010,regular_unleaded,108.0,6,manual,front_wheel_drive,2,hatchback,compact,4dr_hatchback,35,27,1385
4174,cadillac,escalade,2017,premium_unleaded_(recommended),420.0,6,automatic,rear_wheel_drive,2,"luxury,performance",large,4dr_suv,22,15,1624
8796,gmc,s-15_jimmy,1991,regular_unleaded,150.0,6,manual,rear_wheel_drive,2,,midsize,4dr_suv,22,15,549
1239,honda,accord,2016,regular_unleaded,278.0,6,automatic,front_wheel_drive,2,performance,midsize,sedan,34,21,2202
10084,plymouth,sundance,1994,regular_unleaded,100.0,6,manual,front_wheel_drive,2,hatchback,compact,4dr_hatchback,27,21,535
8607,volkswagen,routan,2010,regular_unleaded,197.0,6,automatic,front_wheel_drive,2,,midsize,passenger_minivan,23,16,873
49,bmw,2_series,2016,premium_unleaded_(required),320.0,6,automatic,rear_wheel_drive,2,"factory_tuner,luxury,high-performance",compact,convertible,30,20,3916
2810,chevrolet,colorado,2016,regular_unleaded,305.0,6,automatic,rear_wheel_drive,2,diesel,compact,crew_cab_pickup,26,18,1385
1164,gmc,acadia,2017,regular_unleaded,194.0,6,automatic,all_wheel_drive,2,crossover,midsize,4dr_suv,25,21,549
1779,subaru,baja,2004,premium_unleaded_(required),210.0,6,automatic,all_wheel_drive,2,crossover,compact,crew_cab_pickup,21,16,640
738,volvo,740,1990,regular_unleaded,114.0,6,manual,rear_wheel_drive,2,luxury,midsize,sedan,26,19,870
8062,dodge,ram_150,1992,regular_unleaded,180.0,6,manual,four_wheel_drive,2,,large,regular_cab_pickup,16,11,1851
10395,hyundai,tiburon,2007,regular_unleaded,172.0,6,manual,front_wheel_drive,2,hatchback,compact,2dr_hatchback,24,17,1439
8787,gmc,s-15_jimmy,1991,regular_unleaded,150.0,6,manual,rear_wheel_drive,2,,compact,2dr_suv,22,15,549
1811,volkswagen,beetle_convertible,2014,regular_unleaded,170.0,6,automatic,front_wheel_drive,2,,compact,convertible,27,21,873
812,saab,9-3_griffin,2012,flex-fuel_(premium_unleaded_recommended/e85),220.0,6,automatic,front_wheel_drive,2,"flex_fuel,luxury",compact,wagon,28,18,376
11623,volvo,xc90,2014,regular_unleaded,240.0,6,automatic,front_wheel_drive,2,"crossover,luxury",midsize,4dr_suv,25,16,870
3118,honda,crosstour,2015,regular_unleaded,192.0,6,automatic,front_wheel_drive,2,"crossover,hatchback",midsize,4dr_hatchback,31,22,2202
5263,hyundai,genesis,2015,regular_unleaded,311.0,6,automatic,all_wheel_drive,2,"luxury,performance",large,sedan,25,16,1439
9266,gmc,sierra_1500_classic,2007,regular_unleaded,195.0,6,manual,rear_wheel_drive,2,flex_fuel,large,regular_cab_pickup,21,15,549
11756,nissan,xterra,2014,regular_unleaded,261.0,6,automatic,rear_wheel_drive,2,,midsize,4dr_suv,22,16,2009
5161,infiniti,g37,2008,premium_unleaded_(required),330.0,6,manual,rear_wheel_drive,2,"luxury,high-performance",midsize,coupe,26,17,190
6606,bmw,m4,2015,premium_unleaded_(required),425.0,6,manual,rear_wheel_drive,2,"factory_tuner,luxury,high-performance",midsize,coupe,26,17,3916
11660,suzuki,xl-7,2004,regular_unleaded,185.0,6,automatic,four_wheel_drive,2,,midsize,4dr_suv,20,15,481
5011,nissan,frontier,2017,regular_unleaded,152.0,6,automatic,rear_wheel_drive,2,,compact,extended_cab_pickup,22,17,2009
9939,chevrolet,sportvan,1994,regular_unleaded,200.0,6,automatic,rear_wheel_drive,2,,large,passenger_van,16,11,1385
2013,oldsmobile,bravada,2002,regular_unleaded,270.0,6,automatic,rear_wheel_drive,2,,midsize,4dr_suv,20,14,26
9769,chevrolet,sonic,2015,regular_unleaded,138.0,6,manual,front_wheel_drive,2,,compact,sedan,35,26,1385
9498,chevrolet,silverado_1500,2015,flex-fuel_(unleaded/e85),285.0,6,automatic,four_wheel_drive,2,flex_fuel,large,crew_cab_pickup,22,17,1385
8966,suzuki,samurai,1993,regular_unleaded,66.0,6,manual,rear_wheel_drive,2,,compact,convertible_suv,26,24,481
4401,ford,explorer,2016,regular_unleaded,365.0,6,automatic,all_wheel_drive,2,crossover,midsize,4dr_suv,22,16,5657
9745,hyundai,sonata,2017,regular_unleaded,245.0,6,automatic,front_wheel_drive,2,performance,midsize,sedan,31,22,1439
439,bmw,4_series,2016,premium_unleaded_(required),240.0,6,manual,rear_wheel_drive,2,"luxury,performance",midsize,coupe,34,22,3916
8905,volvo,s60,2016,regular_unleaded,250.0,6,automatic,all_wheel_drive,2,"luxury,performance",midsize,sedan,29,20,870
4550,ford,f-150,2016,flex-fuel_(unleaded/e85),385.0,6,automatic,four_wheel_drive,2,flex_fuel,large,extended_cab_pickup,21,15,5657
8415,lexus,rc_f,2015,premium_unleaded_(required),467.0,6,automatic,rear_wheel_drive,2,"factory_tuner,luxury,high-performance",midsize,coupe,25,16,454
7253,dodge,nitro,2011,regular_unleaded,210.0,6,automatic,rear_wheel_drive,2,crossover,midsize,4dr_suv,22,16,1851
3549,aston_martin,dbs,2012,premium_unleaded_(required),510.0,6,automatic,rear_wheel_drive,2,"exotic,high-performance",midsize,convertible,18,12,259
11509,bmw,x5_m,2016,premium_unleaded_(required),567.0,6,automatic,all_wheel_drive,2,"crossover,factory_tuner,luxury,high-performance",midsize,4dr_suv,19,14,3916
1082,audi,a4,2017,premium_unleaded_(recommended),252.0,6,automated_manual,all_wheel_drive,2,"luxury,performance",midsize,sedan,31,24,3105
2727,mercedes-benz,cls-class,2016,premium_unleaded_(required),329.0,6,automatic,rear_wheel_drive,2,"luxury,performance",midsize,sedan,30,20,617
5784,infiniti,i30,2000,regular_unleaded,227.0,6,automatic,front_wheel_drive,2,"luxury,performance",midsize,sedan,25,17,190
6389,nissan,leaf,2015,electric,,6,direct_drive,front_wheel_drive,2,hatchback,compact,4dr_hatchback,101,126,2009
8926,volvo,s70,2000,regular_unleaded,190.0,6,automatic,front_wheel_drive,2,luxury,midsize,sedan,24,17,870
6310,buick,lacrosse,2016,flex-fuel_(unleaded/e85),304.0,6,automatic,front_wheel_drive,2,flex_fuel,large,sedan,28,18,155
3256,cadillac,cts,2015,flex-fuel_(unleaded/e85),321.0,6,automatic,rear_wheel_drive,2,"flex_fuel,luxury,high-performance",large,sedan,29,18,1624
11097,aston_martin,v12_vantage_s,2016,premium_unleaded_(required),565.0,6,automated_manual,rear_wheel_drive,2,"exotic,high-performance",compact,convertible,18,12,259
8368,aston_martin,rapide_s,2016,premium_unleaded_(required),552.0,6,automatic,rear_wheel_drive,2,"exotic,high-performance",large,sedan,22,14,259
3378,mazda,cx-5,2016,regular_unleaded,184.0,6,automatic,front_wheel_drive,2,crossover,midsize,4dr_suv,33,26,586
11787,cadillac,xts,2017,regular_unleaded,304.0,6,automatic,all_wheel_drive,2,"luxury,performance",large,sedan,26,17,1624
9370,gmc,sierra_1500,2016,flex-fuel_(unleaded/e85),285.0,6,automatic,four_wheel_drive,2,flex_fuel,large,regular_cab_pickup,22,17,549
3255,cadillac,cts,2015,premium_unleaded_(recommended),272.0,6,automatic,rear_wheel_drive,2,"luxury,performance",large,sedan,30,20,1624
9189,suzuki,sidekick,1997,regular_unleaded,95.0,6,manual,rear_wheel_drive,2,,compact,convertible_suv,24,21,481
5706,hummer,h3t,2010,regular_unleaded,239.0,6,automatic,four_wheel_drive,2,"crossover,flex_fuel,luxury",compact,crew_cab_pickup,18,14,130
7618,honda,pilot,2016,regular_unleaded,280.0,6,automatic,front_wheel_drive,2,crossover,midsize,4dr_suv,27,20,2202
5315,mercedes-benz,gle-class,2016,premium_unleaded_(required),550.0,6,automatic,all_wheel_drive,2,"crossover,factory_tuner,luxury,high-performance",midsize,4dr_suv,17,13,617
5700,hummer,h3,2010,regular_unleaded,239.0,6,automatic,four_wheel_drive,2,luxury,midsize,4dr_suv,18,14,130
8549,acura,rlx,2015,premium_unleaded_(recommended),310.0,6,automatic,front_wheel_drive,2,"luxury,performance",midsize,sedan,31,20,204
4475,ford,f-150,2015,flex-fuel_(unleaded/e85),385.0,6,automatic,four_wheel_drive,2,flex_fuel,large,extended_cab_pickup,21,15,5657
8722,chevrolet,s-10_blazer,1993,regular_unleaded,165.0,6,manual,rear_wheel_drive,2,,midsize,4dr_suv,22,16,1385
4731,ford,five_hundred,2006,regular_unleaded,203.0,6,automatic,front_wheel_drive,2,,large,sedan,26,19,5657
10117,suzuki,sx4,2011,regular_unleaded,150.0,6,manual,front_wheel_drive,2,"crossover,hatchback",compact,4dr_hatchback,30,22,481
1093,audi,a5,2016,premium_unleaded_(required),220.0,6,manual,all_wheel_drive,2,luxury,midsize,coupe,32,22,3105
9150,dodge,shadow,1992,regular_unleaded,93.0,6,manual,front_wheel_drive,2,hatchback,compact,4dr_hatchback,29,23,1851
7521,nissan,pathfinder,2015,regular_unleaded,260.0,6,automatic,front_wheel_drive,2,crossover,large,4dr_suv,27,20,2009
7402,chrysler,pacifica,2007,regular_unleaded,255.0,6,automatic,all_wheel_drive,2,crossover,large,wagon,22,14,1013
5081,infiniti,g_convertible,2013,premium_unleaded_(recommended),325.0,6,manual,rear_wheel_drive,2,"luxury,performance",midsize,convertible,24,16,190
10490,acura,tlx,2015,premium_unleaded_(recommended),206.0,6,automated_manual,front_wheel_drive,2,luxury,midsize,sedan,35,24,204
8188,dodge,ram_pickup_1500,2010,flex-fuel_(unleaded/e85),310.0,6,automatic,rear_wheel_drive,2,flex_fuel,large,regular_cab_pickup,19,14,1851
6621,bmw,m6,2015,premium_unleaded_(required),560.0,6,automated_manual,rear_wheel_drive,2,"factory_tuner,luxury,high-performance",midsize,coupe,20,14,3916
9649,chevrolet,silverado_1500,2017,flex-fuel_(unleaded/e85),285.0,6,automatic,rear_wheel_drive,2,flex_fuel,large,extended_cab_pickup,24,18,1385
6904,lincoln,mkz,2016,regular_unleaded,231.0,6,automatic,front_wheel_drive,2,luxury,midsize,sedan,33,22,61
2337,dodge,caravan,2007,regular_unleaded,170.0,6,automatic,front_wheel_drive,2,flex_fuel,compact,cargo_minivan,24,17,1851
4081,hyundai,equus,2015,premium_unleaded_(recommended),429.0,6,automatic,rear_wheel_drive,2,"luxury,high-performance",large,sedan,23,15,1439
5498,dodge,grand_caravan,2016,flex-fuel_(unleaded/e85),283.0,6,automatic,front_wheel_drive,2,flex_fuel,midsize,passenger_minivan,25,17,1851
9425,oldsmobile,silhouette,2003,regular_unleaded,185.0,6,automatic,all_wheel_drive,2,,midsize,passenger_minivan,22,16,26
10222,toyota,tacoma,2017,regular_unleaded,159.0,6,automatic,rear_wheel_drive,2,,compact,crew_cab_pickup,23,19,2031
11390,dodge,viper,2017,premium_unleaded_(required),645.0,6,manual,rear_wheel_drive,2,"exotic,high-performance",compact,coupe,19,12,1851
3503,dodge,dart,2016,regular_unleaded,184.0,6,manual,front_wheel_drive,2,,midsize,sedan,35,22,1851
5384,volkswagen,golf_gti,2016,premium_unleaded_(recommended),220.0,6,automated_manual,front_wheel_drive,2,"hatchback,performance",compact,2dr_hatchback,33,25,873
5069,mercedes-benz,g-class,2015,premium_unleaded_(required),382.0,6,automatic,four_wheel_drive,2,luxury,midsize,4dr_suv,15,12,617
7514,nissan,pathfinder,2015,regular_unleaded,260.0,6,automatic,front_wheel_drive,2,crossover,large,4dr_suv,27,20,2009
3131,subaru,crosstrek,2016,regular_unleaded,160.0,6,automatic,all_wheel_drive,2,"crossover,hybrid",compact,4dr_suv,34,30,640
9354,gmc,sierra_1500,2016,regular_unleaded,355.0,6,automatic,rear_wheel_drive,2,,large,extended_cab_pickup,23,16,549
4711,honda,fit,2015,regular_unleaded,130.0,6,automatic,front_wheel_drive,2,hatchback,compact,4dr_hatchback,41,33,2202
11638,volvo,xc90,2017,premium_unleaded_(recommended),250.0,6,automatic,front_wheel_drive,2,"crossover,luxury",large,4dr_suv,26,22,870
6660,chevrolet,malibu_maxx,2005,regular_unleaded,200.0,6,automatic,front_wheel_drive,2,hatchback,midsize,4dr_hatchback,28,20,1385
10992,toyota,tundra,2016,regular_unleaded,381.0,6,automatic,four_wheel_drive,2,,large,crew_cab_pickup,17,13,2031
6364,chrysler,le_baron,1993,regular_unleaded,141.0,6,manual,front_wheel_drive,2,,compact,coupe,26,17,1013
11755,nissan,xterra,2014,regular_unleaded,261.0,6,manual,four_wheel_drive,2,,midsize,4dr_suv,20,16,2009
5391,volkswagen,golf_gti,2016,premium_unleaded_(recommended),220.0,6,manual,front_wheel_drive,2,"hatchback,performance",compact,4dr_hatchback,34,25,873
2424,volkswagen,cc,2017,premium_unleaded_(recommended),200.0,6,automated_manual,front_wheel_drive,2,performance,midsize,sedan,31,22,873
3620,dodge,durango,2016,regular_unleaded,293.0,6,automatic,rear_wheel_drive,2,"crossover,performance",large,4dr_suv,27,19,1851
8606,kia,rondo,2009,regular_unleaded,175.0,6,automatic,front_wheel_drive,2,,compact,wagon,27,20,1720
3586,land_rover,discovery_sport,2016,premium_unleaded_(recommended),240.0,6,automatic,all_wheel_drive,2,"crossover,luxury",midsize,4dr_suv,26,20,258
6867,lincoln,mks,2015,regular_unleaded,305.0,6,automatic,all_wheel_drive,2,"luxury,performance",large,sedan,26,18,61
8376,toyota,rav4_hybrid,2016,regular_unleaded,194.0,6,automatic,all_wheel_drive,2,"crossover,hybrid",midsize,4dr_suv,31,34,2031
6615,bmw,m5,2015,premium_unleaded_(required),560.0,6,automated_manual,rear_wheel_drive,2,"factory_tuner,luxury,high-performance",large,sedan,20,14,3916
3557,cadillac,deville,2003,regular_unleaded,275.0,6,automatic,front_wheel_drive,2,luxury,large,sedan,25,16,1624
4827,suzuki,forenza,2008,regular_unleaded,127.0,6,automatic,front_wheel_drive,2,,compact,wagon,27,19,481
8700,mazda,rx-8,2009,premium_unleaded_(required),232.0,6,manual,rear_wheel_drive,2,performance,compact,coupe,22,16,586
8348,ford,ranger,2010,regular_unleaded,207.0,6,manual,rear_wheel_drive,2,,compact,extended_cab_pickup,21,15,5657
8019,mitsubishi,raider,2007,regular_unleaded,210.0,6,manual,rear_wheel_drive,2,,compact,extended_cab_pickup,20,14,436
7029,nissan,murano,2015,regular_unleaded,260.0,6,automatic,all_wheel_drive,2,crossover,midsize,4dr_suv,28,21,2009
1781,subaru,baja,2004,premium_unleaded_(required),210.0,6,automatic,all_wheel_drive,2,crossover,compact,crew_cab_pickup,21,16,640
9180,suzuki,sidekick,1996,regular_unleaded,95.0,6,manual,rear_wheel_drive,2,,compact,4dr_suv,24,21,481
10292,ford,taurus,2016,flex-fuel_(unleaded/e85),288.0,6,automatic,front_wheel_drive,2,flex_fuel,large,sedan,27,18,5657
6703,lincoln,mark_viii,1997,regular_unleaded,280.0,6,automatic,rear_wheel_drive,2,luxury,large,coupe,24,16,61
9411,gmc,sierra_classic_1500,1999,regular_unleaded,200.0,6,automatic,rear_wheel_drive,2,,large,extended_cab_pickup,17,13,549
11111,volvo,v50,2010,premium_unleaded_(recommended),227.0,6,manual,all_wheel_drive,2,luxury,compact,wagon,26,20,870
4639,ford,f-250,1999,regular_unleaded,220.0,6,automatic,four_wheel_drive,2,,large,regular_cab_pickup,15,12,5657
4319,ford,expedition,2016,regular_unleaded,365.0,6,automatic,four_wheel_drive,2,,large,4dr_suv,20,15,5657
3685,mercedes-benz,e-class,2015,premium_unleaded_(required),302.0,6,automatic,all_wheel_drive,2,"luxury,performance",midsize,sedan,28,20,617
1609,toyota,avalon,2017,regular_unleaded,268.0,6,automatic,front_wheel_drive,2,,midsize,sedan,30,21,2031
